"","name","Sex","Nation","sleeptime","steps","height","weight","IMC","Age"
"73","L_7029","V","PO",15.3653709471476,10733.5458366779,158.974686402173,67.0662794437736,26.5367822162544,28.0070495369136
"74","T_1220","M","FR",5.2702579107535,13199.9176498115,156.002984406528,62.5444350057346,25.6993926786917,29.2960280539554
"75","S_9966","V","GE",3.52381621021079,10737.3323762647,175.660509066876,75.6352621238572,24.5118472919697,29.5563883762611
"76","R_7911","V","IT",9.35391566891442,10681.282620122,171.442683997269,73.4154376537996,24.9775293439897,25.4111602331077
"77","E_3211","M","IT",6.03231786084743,13340.0167067956,162.138538040321,65.7723360131161,25.0190469011541,19.5282468214489
"78","Q_6176","V","SP",0.775209169840994,8870.98556153776,185.961884102028,80.779619213053,23.3589827689549,22.6596119321453
"79","P_9024","V","IT",5.75457478073773,10596.4170910142,183.460754255449,79.7045443736493,23.680819861132,23.5114141588557
"80","J_6435","V","FR",4.00591202247416,10924.4345193016,173.549334750435,74.2346261156964,24.6468044288908,24.0434742772928
"81","W_1886","M","GB",6.12938030381249,12912.2365785132,152.079867402582,60.7848885429493,26.2816225815932,28.8620925457723
"82","M_4502","V","FR",8.21965150246967,10878.1361947394,174.970123398036,75.47328865431,24.6527560405097,23.7971061688269
"83","A_9881","M","FR",13.9531912542753,12808.7186766481,160.407376178305,64.3687291070088,25.0164836410419,26.9384200899686
"84","K_4331","M","BE",6.19715913397426,13280.3213049207,164.181465867393,66.7657034103001,24.7688116772685,22.3943145393646
"85","B_4408","M","PT",6.05345277487558,12888.031773555,159.586951779418,64.4934050846247,25.3233144710629,26.5462689070486
"86","G_2522","V","IT",16.2623367040702,10769.1560089594,182.473052540231,79.1401945956716,23.7683831203429,22.0727854329022
"87","F_2264","M","GB",12.4392474682196,12769.0891391283,171.123112242881,70.7505807465362,24.1608755655211,25.8220605199763
"88","H_7145","M","PT",7.15872750081868,13217.9618854471,166.743718893294,67.7871292527289,24.3808181640628,27.8721971153248
"89","V_1249","V","SP",12.9045610229293,8746.24575746568,174.477265115418,75.2247510800712,24.7105873862886,21.3608287775675
"90","C_7951","V","FR",8.33187823775178,11170.751579034,174.212902085089,74.7377061152943,24.6251641030598,22.8005836764807
"91","N_489","V","FR",5.23947850500118,11003.8650416195,171.815611825697,73.3828153023665,24.858168261528,24.2396035980377
"92","D_1477","V","PT",5.06342963246439,10872.4425438801,175.790130492236,75.6274178555059,24.4731738606637,26.2198455988998
"93","I_975","M","SP",12.7501194592176,10988.408418831,173.185956377885,71.6862600427388,23.9006976973799,27.2170271931456
"94","U_2087","V","FR",7.76465051716532,10691.4239635285,181.646859664007,78.5055286880599,23.7927397608551,24.0221026059967
"95","O_1384","M","GB",11.1497616640322,12959.3912755808,167.399935431241,68.3461920426495,24.3895479128532,26.4579099418736
"96","L_9087","M","SP",13.0469487590355,10964.6635158336,153.986630671465,61.5596593869769,25.9615235442652,30.8974238619163
"97","T_2054","V","IT",3.92160799087403,10299.1143272404,171.200303340754,72.5842622791533,24.7647191699867,20.7753991738335
"98","S_2472","M","FR",18.3365566746082,12897.9312726833,168.929586261179,69.5034872503735,24.3553939398805,24.3956841578054
"99","R_1485","V","SP",4.9463641306567,8612.22548518739,165.161906590089,70.2353506520467,25.7475541235098,22.6701128688189
"100","E_872","V","SP",7.70751702713668,8588.74481434997,170.735932481739,72.7607177673203,24.9601455196637,23.5344688618544
"101","Q_9009","M","FR",19.1446495573877,12755.8977810275,148.650316786684,59.1233821443772,26.7563945678442,25.2254166989427
"102","P_3906","V","GB",4.16115424716082,11050.8547157095,179.095042087396,77.5190158762112,24.1680229033707,26.7082171504312
"103","J_4731","M","IT",13.5156985586331,13283.9570992415,167.434011263907,68.9323493295803,24.5887083905801,33.971500524688
"104","W_1757","M","PO",5.12286602146872,13159.458104861,169.353607651675,69.9172074753658,24.3778369970323,22.3808860930571
"105","M_6166","V","GB",10.6081023873926,10955.919376977,170.881580219514,73.3534370757095,25.1205975087927,29.325235456515
"106","A_6371","M","PT",6.41572215722758,12720.2338715186,169.644898571423,69.7990985565301,24.2531529155409,29.2123466063195
"107","K_4103","M","SP",8.82207025134309,10701.989840903,164.710781328205,67.4532435449514,24.8633007481456,27.6141645532306
"108","B_6130","V","IT",14.1075992479245,10809.1399563592,164.19856114476,69.2127907811862,25.6712884660392,24.6473884383637
"109","G_197","M","GB",12.3917071107405,13176.8196999842,184.922759405607,77.7083252779272,22.7241066443051,25.2032845889698
"110","F_74","M","FR",11.1236156749436,13170.2812342704,155.53677098295,62.5614977036046,25.8607419040669,29.425468617023
"111","H_9831","M","FR",7.20825980951527,12962.22232599,166.987600243558,68.4376122228185,24.5429295942949,29.8185422624338
"112","V_3520","V","IT",3.33887407595844,11055.5324679425,172.791439819685,74.1347372773654,24.8300335193881,26.2517720051171
"113","C_9805","M","SP",14.7132714090913,10759.147108474,170.231559040697,70.1601155620537,24.210855881425,28.7516131039602
"114","N_781","M","SP",11.4595187861297,10791.1806982928,163.758440817346,66.5326941432238,24.8100546327658,29.8290447400697
"115","D_5537","V","GB",15.8849707752797,11002.7704868733,170.143080508093,72.4772196946663,25.0364611191347,23.473890118159
"116","I_6686","M","IT",9.17751555194323,12650.0030884528,149.139053011271,59.3008776872472,26.6611181185563,26.9539104788567
"117","U_5035","M","IT",8.26415582114485,12499.3614192177,166.859665955493,67.900211660752,24.3875621095488,24.119662795271
"118","O_5884","V","SP",10.3797282835444,8856.63250774978,177.002813580305,76.2220091032352,24.3287643783627,23.1064251075246
"119","L_6861","M","IR",8.89118148825392,13008.5276017528,164.251958649678,66.8500866290724,24.7788336574295,30.6718052833787
"120","T_1436","M","GB",6.28180073213128,13109.9043393916,164.804926366703,66.9547334780299,24.651361278444,21.7526501572071
"121","S_1899","V","PT",9.06803780752703,10901.3019555328,179.512735695554,78.057965587039,24.2229312907615,26.6606955467505
"122","R_4513","V","GB",12.0592722564017,11180.3760130295,176.793463830941,76.47149909137,24.4662378936766,23.6859422159005
"123","E_1958","M","SP",16.9694404819025,11071.4892064293,167.397200452382,68.7421190729963,24.5316372748525,28.5316369820453
"124","Q_8107","V","SP",8.59790556611039,9029.47035187288,156.727348294214,65.4678806380416,26.6525465460556,18.6138236558669
"125","P_3318","M","IT",18.0705139896353,12676.4100472465,170.952743614059,70.7126513241899,24.1960777186134,28.2302398930181
"126","J_1798","M","GB",10.4052614810502,12968.1621910638,182.755333898364,76.6736532620368,22.9565189770551,22.5962056368842
"127","W_3911","M","SP",19.5416620164095,10410.5302396289,159.736527591014,64.7936016470304,25.3935630758956,32.2775037093059
"128","M_8723","M","SP",10.8336272739998,11018.6401183677,160.613680932329,65.0738294894106,25.2255877702644,31.3209824101209
"129","A_817","M","GB",15.8109270422892,13080.841253815,165.229885424963,67.9873432056827,24.9029540263325,28.1022718495094
"130","K_6723","M","IT",14.4298604495995,12870.7186642707,157.299190664073,63.3518327164984,25.6039049916082,25.5841222903534
"131","B_3450","V","IT",7.1575833728572,10954.9092549806,176.987560355321,76.7601675706142,24.5047585913229,31.2545270780975
"132","G_2332","M","FR",7.47683098937474,12757.0035679724,168.692923386194,68.8695038055404,24.2009951737856,24.8781838915734
"133","F_4","V","PT",3.73552547339511,11247.5723636075,168.457195137345,71.5527027668056,25.2142998093766,21.3737452762844
"134","H_9470","V","IT",3.05085006474696,10879.0112303551,168.937609983941,71.8345340874478,25.1698477033335,24.4839915597457
"135","V_8075","M","IT",6.59172890374253,12895.0102159561,176.479664788264,74.3067045908674,23.8582541697086,35.4689170697832
"136","C_8457","M","SP",5.36777867850046,10553.1565808663,155.180153745788,61.6930177871062,25.6190876282236,29.7277325009829
"137","N_9474","V","SP",9.45964432046587,8658.0011606105,175.546377984162,75.6087368077787,24.5351228018401,25.9367356137232
"138","D_9407","V","GB",14.7158413807491,11306.3817831699,166.916196586161,70.759596189087,25.3973489175634,25.8764365091376
"139","I_2125","M","IT",11.8442552143213,12767.6140027721,159.994613426282,65.0429612996123,25.4091175799243,31.3841781695944
"140","U_5858","M","SP",4.7939056438887,10376.1603194688,161.69981709048,65.4328752491322,25.0251648590915,29.2115883569173
"141","O_348","M","GE",17.5017773532944,12787.2577488216,167.95210412067,68.9315063299767,24.4369427203059,31.6369026077924
"142","L_244","V","FR",5.62131589066549,10677.7079027795,175.305216836473,75.5233388927399,24.5748854048659,27.5128091862712
"143","T_7957","V","GB",10.3585709479193,11049.3209862504,166.535883548805,71.5113436356956,25.7845340129805,30.2248810413633
"144","S_5160","V","IR",4.87474051461109,10752.6935834211,176.844225071284,76.2338327694549,24.3761992158059,25.6191098147549
"145","R_9865","M","GB",10.5970173456202,12592.4690967835,169.190264480791,69.3526293409123,24.227700277209,25.3339550085053
"146","E_2248","V","SP",3.5009777288346,8938.90637267591,169.872787612526,72.9538071732358,25.2813542245827,27.1856627441818
"147","Q_4971","V","SP",6.0069267548252,8942.99041832277,183.046634126962,79.5147850515027,23.7314565456709,25.8412093314473
"148","P_1279","V","IT",6.76604508076104,10806.5157489353,172.097334780685,73.6063513134954,24.8523236627829,23.8398616781692
"149","J_6507","V","IR",17.9329291119667,11294.8854359951,160.511199716782,67.7433142435336,26.293945498774,22.9534767025791
"150","W_6326","M","SP",3.04838777269066,10991.0767442381,165.126656581413,67.6958569286635,24.8271984112437,26.3428512849164
"151","M_7669","M","SP",6.98682525202701,11132.8292638858,156.724789777539,63.0744808645932,25.6790109686151,26.1585713125096
"152","A_1008","M","PT",15.6375830006838,12532.9099240738,179.228607241935,75.1671370681894,23.3998648683697,28.7037423659025
"153","K_3241","V","GE",13.0682017515382,10806.8301782113,177.332741565019,76.4624550270257,24.3147820719876,22.8215741217909
"154","B_5396","M","SP",3.11995115142879,11059.2576579968,169.928920254835,69.4642782167323,24.0561947894076,21.1668296836332
"155","G_4498","V","GE",18.2309387699183,11009.5805505655,179.663835965662,77.4853866551209,24.0048208186364,23.3446272491489
"156","F_7735","M","SP",13.5938903877407,10999.9503417307,171.986372878866,71.247887271416,24.0870667218282,30.6340821934867
"157","H_3146","M","SP",9.74264062079474,11101.8040474013,168.495005651497,69.3420889919752,24.4243410722201,23.9968713053671
"158","V_3013","V","BE",10.9444161627785,10830.8944407799,187.796050562473,81.7287819080755,23.1740594621631,25.41166004089
"159","C_15","V","IR",3.45410625926435,10649.1552784403,174.558295107412,75.0811563789835,24.6405257343543,24.221740932811
"160","N_2354","M","PT",13.976128471728,12764.6134558545,171.148866136598,70.3249772246826,24.0083076497249,25.5955673534599
"161","D_5334","V","IT",5.47647396387416,10837.1010376422,183.146264399845,79.3397520217888,23.6534616996595,21.3836637893328
"162","I_3843","V","IT",6.09605075208308,10825.4856065639,172.82176084365,73.2434074117746,24.5228921832203,22.695284981488
"163","U_8842","V","IT",3.56935165506436,10879.3740917138,165.703353404176,70.434560633982,25.6521171638514,28.7781800995922
"164","O_3448","M","PT",20.2183949120155,13254.066280026,159.923691525422,64.5679808789798,25.245942780688,23.8346466419265
"165","L_6293","M","SP",3.49423864007093,10708.2682416641,168.92240073962,69.4053119464099,24.3230605233905,25.4750097099204
"166","T_5384","M","GB",11.6388671987709,12959.1653351786,169.693811111114,69.7084764503392,24.2077030827968,28.53130541257
"167","S_3974","M","SP",5.6396267063846,10584.8246342697,170.580109006812,70.0610309692634,24.0779633241615,24.7204458927201
"168","R_3260","M","IR",14.8503709022089,13155.7591753708,160.697780433789,65.4329529153493,25.3382585501664,26.4130125459115
"169","E_617","V","IR",3.65133033262245,10791.4182230614,179.320871779743,77.8849866927245,24.2209998476044,26.6384470310872
"170","Q_2469","V","BE",19.99243441742,10373.0682841625,169.918865501038,72.8298955970198,25.2247277661337,25.8975239861093
"171","P_8570","M","SP",3.22207109794685,10612.1236132339,166.324325308016,67.7169194363124,24.4785479516555,23.7334982264801
"172","J_2827","M","SP",19.8293295809114,11174.1697962808,160.087199672777,64.8888822872438,25.3196138474234,29.5658624653161
"173","W_5253","V","IT",11.9067724222662,10524.3826652486,172.835460919119,74.2678546751886,24.8619491933161,31.1073490767591
"174","M_3391","M","SP",5.09088846032598,10795.951795543,165.120831436329,67.7973936042391,24.8661909712277,29.1626381727246
"175","A_8970","V","PT",10.1398477213723,10926.1385578183,174.465486117517,75.4114699672463,24.7752677500892,32.3673298026879
"176","K_716","V","IT",11.6488835630687,10865.0676413028,182.919402971459,79.4128867228401,23.7340270401334,28.0780213350418
"177","B_8257","M","PO",15.2973867145243,12614.3963546414,161.489682440655,65.5936677841475,25.1519901838947,30.2804254002936
"178","G_211","M","SP",5.69260836343791,10947.1424235191,157.01739048989,62.7057046208273,25.4338169606807,25.593970332829
"179","F_6561","V","GB",6.92017580417646,11059.9781960421,154.314657102522,64.5498158077103,27.1069497725726,27.3235836915848
"180","H_8793","V","PO",3.38619908231506,11331.6949064619,163.896522209971,69.1272927514475,25.7341644819956,18.3477717577494
"181","V_7958","V","FR",3.37873842570956,11096.434636137,173.628359751879,74.5344008327122,24.7238123977633,24.5379010110436
"182","C_896","V","FR",10.3974764957821,10831.0780188737,177.456788315516,76.5750579273623,24.3165579358358,24.0374747126076
"183","N_3004","V","GB",8.6154601901441,11234.8783723267,176.937861726504,76.2983477874578,24.3710131732094,28.0597902416701
"184","D_5367","V","GB",11.3018050498833,10625.069214286,194.202845996954,85.7999187861564,22.7497011822227,25.8759471457264
"185","I_4304","V","GB",13.076020521808,10554.854748769,172.22937948279,73.8260736083191,24.8883036980585,25.2798725386808
"186","U_5745","V","SP",6.58725636954932,8632.13176663103,179.74131662102,77.7089365824113,24.053325513351,22.9414337504094
"187","O_3089","M","GB",7.12164677919888,12785.8925672601,168.843497428166,69.310887169006,24.3126769021723,25.522887325928
"188","L_1715","M","GB",12.5648931972525,12972.7139970584,181.754057633223,76.468715132459,23.1481113397868,28.9223866742528
"189","T_5191","M","GE",8.79948008872308,12895.9758660657,169.694883310366,69.5367140625512,24.1477499057591,27.6199463583069
"190","S_5005","V","PT",12.1932951388002,11160.6624040274,174.861985661808,74.8858259051573,24.4911293714189,23.6959972776304
"191","R_3363","V","PT",18.42148737162,11009.2252688409,191.664780380005,84.4926416134568,23.0003400333732,22.1058130011436
"192","E_7805","M","PO",8.96056019239186,12725.4824094501,175.208328459055,72.7721897856678,23.7058728560706,29.6486090946313
"193","Q_3447","V","IR",10.4053982641547,11086.9721550226,174.125289965736,74.590978350584,24.6015572428711,22.6643275388234
"194","P_9871","M","GB",16.9755758357321,12883.8780955723,174.166170674942,72.6690834992925,23.9564287101492,24.8052254013535
"195","J_4637","V","BE",3.69962569163829,11423.4872616193,167.154511228241,71.2031927347341,25.4837457654572,21.2028397680843
"196","W_8019","M","IT",10.0642611720111,12859.818897892,164.408363720951,66.2427619597765,24.5070263529457,26.4558346381235
"197","M_5559","M","SP",11.4899133121001,10900.6371007371,164.463451840795,66.9988771808061,24.7701548800719,28.9468883295163
"198","A_989","V","GE",9.48787207996942,10906.9282322304,175.730699077259,75.4148982568513,24.4209118534654,23.5308095377146
"199","K_3561","M","SP",14.7935480551382,11009.9416696057,149.976471424518,59.6210868619605,26.5065756682509,26.2908987445789
"200","B_7321","M","FR",5.69182083278369,12820.2711249997,162.409301960603,65.9766162926882,25.0131414382538,26.0211584434741
"201","G_8231","M","PT",11.9204182672438,13053.2737792033,168.739790685541,69.3798680443539,24.3667976851141,31.0966164475517
"202","F_5510","V","PT",11.6621343175487,10891.7826211274,177.883025879303,76.81141140412,24.2748596989255,26.6103122946105
"203","H_6344","V","SP",1.83423225345669,9172.9415694399,178.639207252676,77.4428355100326,24.2676476332771,27.9857622114578
"204","V_7273","M","IT",8.7920879249468,12822.2739668655,162.037448309052,65.3107546112065,24.8744742783344,18.3380287816377
"205","C_1918","V","PO",9.90608192849474,11040.2646355167,183.45379941517,80.1091380200357,23.8028323336149,26.9252850426718
"206","N_4799","V","PO",3.71920262962393,10671.7364483248,168.070900017464,71.4006185698286,25.2764991360802,23.3648319211724
"207","D_1797","V","SP",1.13897702988762,8836.5992325164,174.957227536478,75.1548529624831,24.5523605694067,22.1533795645503
"208","I_8618","M","GE",20.776983094691,12340.1329093467,169.432397724915,70.3284748783496,24.4984318473422,34.698945945046
"209","U_2706","V","FR",11.6677778751331,10951.6309262311,169.311921046333,72.1685603604775,25.1752021953477,29.2641655999169
"210","O_8917","M","SP",8.25594546136102,10949.1626897026,172.201641258456,71.3759970621048,24.070084516528,28.2328550077709
"211","L_8816","M","FR",11.9495544335378,12868.9785209907,169.979613336343,69.3194125664017,23.9917098063988,24.5688043456201
"212","T_8057","V","PT",6.20863883354906,10580.4383717232,179.181379113443,77.390010672988,24.1045571331218,24.6099710901253
"213","S_1857","M","GE",13.3493254634669,13019.1450250669,178.91169509761,74.5640997876974,23.2944423410712,27.664768360781
"214","R_5432","M","PT",6.06498068687823,12712.2560117155,169.477570651818,69.5539016515701,24.2157005107714,28.3831241520531
"215","E_801","V","SP",7.68822119563814,8830.39901059355,185.608217683259,81.0852647578901,23.5368065715322,22.9506205548348
"216","Q_3176","V","FR",19.6809529766031,10913.7736229344,177.70944380102,77.3146917574292,24.4816685316779,27.985045011904
"217","P_9207","M","SP",3.94105450952402,11299.0261115422,179.058324181747,74.887439067552,23.3571552849789,28.3864768330648
"218","J_3296","M","FR",11.4545661648573,13026.5847236725,165.074545908212,67.216331971834,24.6669007599821,22.5743204349657
"219","W_3604","V","SP",1.65320723167862,8977.49219997254,173.718369223819,74.7334757615399,24.7641652662576,26.0331834984588
"220","M_5931","V","GE",7.52885762413415,10631.3629615751,163.906797011987,69.6609103103673,25.929564235515,25.1860513675165
"221","A_613","M","BE",5.71150060807047,12848.3828667412,175.368202369251,73.0162578532632,23.7420311676811,28.7623066756656
"222","K_76","V","IT",13.2481907542405,10986.1424456238,168.67863180442,71.8551468148508,25.2544399381952,25.7961614814965
"223","B_8767","V","GB",12.2355668615813,10538.6372041595,177.719117169192,76.8297331346041,24.3254582457047,26.8924491595088
"224","G_5798","V","FR",8.43388099706214,10988.8126660773,170.953361062775,73.2211852230981,25.0542534803023,27.6365842432305
"225","F_2910","M","PT",6.95075878869978,12505.447924912,171.837836564422,71.3760183852251,24.1721190863964,31.7926591573469
"226","H_7388","M","FR",11.4402975756327,12813.7008542079,167.888239731912,68.5191598483494,24.3092454034692,23.7893218230804
"227","V_3209","V","GB",3.21457593817267,10779.6596000869,187.382487256137,81.5801653814482,23.2341389724957,16.8527376297239
"228","C_8753","V","IT",7.59606228578198,10937.3738939167,176.971477724534,76.3533597189637,24.3793205197992,17.4904583009942
"229","N_6084","V","IT",6.04232970358933,10787.4759137699,175.354114933613,75.0482126012274,24.4066644230918,24.6278828679904
"230","D_7898","M","SP",18.4910891581398,11332.1860655623,167.784675063089,68.7794075420083,24.4317090680231,31.4026218073189
"231","I_4150","V","SP",1.85883936708181,8984.51228503098,167.164810153149,71.3082757287468,25.5182105363994,27.4469027564536
"232","U_9494","V","SP",11.0225155370885,9076.29724082822,183.112605239553,79.3862794429211,23.676034565065,23.8599747250463
"233","O_752","M","SP",3.83480316313675,10645.9058756478,152.215579868688,60.5139018822279,26.1178211635224,27.4944214597043
